model,word,layer,n_layers,stratum,representation,n,accuracy,accuracy_sd
llama-3-8b,provided,16,32,all,combined,10,0.4,0.2
qwen2.5-7b,provided,14,28,all,context,10,0.4,0.2
qwen2.5-7b,provided,14,28,all,target,10,0.1,0.2
qwen2.5-7b,provided,14,28,all,combined,10,0.2,0.24494897427831783
llama-3-8b,quantity,16,32,all,context,10,0.5,0.31622776601683794
llama-3-8b,quantity,16,32,all,target,10,0.8,0.2449489742783178
llama-3-8b,quantity,16,32,all,combined,10,0.7,0.2449489742783178
qwen2.5-7b,quantity,14,28,all,context,10,0.5,0.4472135954999579
qwen2.5-7b,quantity,14,28,all,target,10,1.0,0.0
qwen2.5-7b,quantity,14,28,all,combined,10,0.7,0.2449489742783178
llama-3-8b,quietly,16,32,all,context,10,0.3,0.39999999999999997
llama-3-8b,quietly,16,32,all,target,10,0.4,0.37416573867739417
llama-3-8b,quietly,16,32,all,combined,10,0.4,0.37416573867739417
qwen2.5-7b,quietly,14,28,all,context,10,0.2,0.24494897427831783
qwen2.5-7b,quietly,14,28,all,target,10,0.3,0.24494897427831783
qwen2.5-7b,quietly,14,28,all,combined,10,0.3,0.24494897427831783
llama-3-8b,range,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,range,16,32,all,target,10,0.9,0.2
llama-3-8b,range,16,32,all,combined,10,0.7,0.2449489742783178
qwen2.5-7b,range,14,28,all,context,10,0.5,0.4472135954999579
qwen2.5-7b,range,14,28,all,target,10,0.8,0.2449489742783178
qwen2.5-7b,range,14,28,all,combined,10,0.8,0.2449489742783178
llama-3-8b,reaction,16,32,all,context,10,0.6,0.37416573867739417
llama-3-8b,reaction,16,32,all,target,10,0.9,0.2
llama-3-8b,reaction,16,32,all,combined,10,0.8,0.4
qwen2.5-7b,reaction,14,28,all,context,10,0.5,0.31622776601683794
qwen2.5-7b,reaction,14,28,all,target,10,0.7,0.4
qwen2.5-7b,reaction,14,28,all,combined,10,0.6,0.37416573867739417
llama-3-8b,recognition,16,32,all,context,10,0.5,0.31622776601683794
llama-3-8b,recognition,16,32,all,target,10,0.3,0.4
llama-3-8b,recognition,16,32,all,combined,10,0.3,0.4
qwen2.5-7b,recognition,14,28,all,context,10,0.6,0.2
qwen2.5-7b,recognition,14,28,all,target,10,0.3,0.4
qwen2.5-7b,recognition,14,28,all,combined,10,0.6,0.2
llama-3-8b,record,16,32,all,context,10,0.0,0.0
llama-3-8b,record,16,32,all,target,10,0.8,0.2449489742783178
llama-3-8b,record,16,32,all,combined,10,0.4,0.37416573867739417
qwen2.5-7b,record,14,28,all,context,10,0.2,0.24494897427831783
qwen2.5-7b,record,14,28,all,target,10,0.3,0.39999999999999997
qwen2.5-7b,record,14,28,all,combined,10,0.2,0.24494897427831783
llama-3-8b,recording,16,32,all,context,10,0.3,0.24494897427831783
llama-3-8b,recording,16,32,all,target,10,0.7,0.4
llama-3-8b,recording,16,32,all,combined,10,0.5,0.31622776601683794
qwen2.5-7b,recording,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,recording,14,28,all,target,10,0.5,0.4472135954999579
qwen2.5-7b,recording,14,28,all,combined,10,0.4,0.37416573867739417
llama-3-8b,research,16,32,all,context,10,0.3,0.24494897427831783
llama-3-8b,research,16,32,all,target,10,0.4,0.2
llama-3-8b,research,16,32,all,combined,10,0.4,0.2
qwen2.5-7b,research,14,28,all,context,10,0.2,0.4
qwen2.5-7b,research,14,28,all,target,10,0.6,0.2
qwen2.5-7b,research,14,28,all,combined,10,0.4,0.2
llama-3-8b,resist,16,32,all,context,10,0.0,0.0
llama-3-8b,resist,16,32,all,target,10,0.0,0.0
llama-3-8b,resist,16,32,all,combined,10,0.0,0.0
qwen2.5-7b,resist,14,28,all,context,10,0.0,0.0
qwen2.5-7b,resist,14,28,all,target,10,0.0,0.0
qwen2.5-7b,resist,14,28,all,combined,10,0.0,0.0
llama-3-8b,rest,16,32,all,context,10,0.3,0.24494897427831783
llama-3-8b,rest,16,32,all,target,10,0.9,0.2
llama-3-8b,rest,16,32,all,combined,10,0.7,0.2449489742783178
qwen2.5-7b,rest,14,28,all,context,10,0.1,0.20000000000000004
qwen2.5-7b,rest,14,28,all,target,10,0.9,0.2
qwen2.5-7b,rest,14,28,all,combined,10,0.7,0.2449489742783178
llama-3-8b,reviewed,16,32,all,context,10,0.2,0.24494897427831783
llama-3-8b,reviewed,16,32,all,target,10,0.2,0.24494897427831783
llama-3-8b,reviewed,16,32,all,combined,10,0.1,0.2
qwen2.5-7b,reviewed,14,28,all,context,10,0.2,0.24494897427831783
qwen2.5-7b,reviewed,14,28,all,target,10,0.3,0.24494897427831783
qwen2.5-7b,reviewed,14,28,all,combined,10,0.1,0.2
llama-3-8b,rode,16,32,all,context,10,0.7,0.2449489742783178
llama-3-8b,rode,16,32,all,target,10,0.8,0.2449489742783178
llama-3-8b,rode,16,32,all,combined,10,0.7,0.2449489742783178
qwen2.5-7b,rode,14,28,all,context,10,0.7,0.2449489742783178
qwen2.5-7b,rode,14,28,all,target,10,0.9,0.2
qwen2.5-7b,rode,14,28,all,combined,10,0.8,0.2449489742783178
llama-3-8b,rock,16,32,all,context,10,0.5,0.0
llama-3-8b,rock,16,32,all,target,10,0.4,0.20000000000000004
llama-3-8b,rock,16,32,all,combined,10,0.4,0.20000000000000004
qwen2.5-7b,rock,14,28,all,context,10,0.2,0.24494897427831783
qwen2.5-7b,rock,14,28,all,target,10,0.5,0.31622776601683794
qwen2.5-7b,rock,14,28,all,combined,10,0.4,0.20000000000000004
llama-3-8b,safe,16,32,all,context,10,0.1,0.2
llama-3-8b,safe,16,32,all,target,10,0.6,0.48989794855663565
llama-3-8b,safe,16,32,all,combined,10,0.5,0.4472135954999579
qwen2.5-7b,safe,14,28,all,context,10,0.3,0.24494897427831783
qwen2.5-7b,safe,14,28,all,target,10,0.8,0.4
qwen2.5-7b,safe,14,28,all,combined,10,0.7,0.4
llama-3-8b,salt,16,32,all,context,10,0.0,0.0
llama-3-8b,salt,16,32,all,target,10,0.2,0.24494897427831783
llama-3-8b,salt,16,32,all,combined,10,0.1,0.2
qwen2.5-7b,salt,14,28,all,context,10,0.1,0.2
qwen2.5-7b,salt,14,28,all,target,10,0.2,0.24494897427831783
qwen2.5-7b,salt,14,28,all,combined,10,0.1,0.2
llama-3-8b,scene,16,32,all,context,10,0.1,0.2
llama-3-8b,scene,16,32,all,target,10,0.4,0.37416573867739417
llama-3-8b,scene,16,32,all,combined,10,0.3,0.39999999999999997
qwen2.5-7b,scene,14,28,all,context,10,0.1,0.2
qwen2.5-7b,scene,14,28,all,target,10,0.4,0.37416573867739417
qwen2.5-7b,scene,14,28,all,combined,10,0.2,0.4
llama-3-8b,score,16,32,all,context,10,0.9,0.2
llama-3-8b,score,16,32,all,target,10,0.9,0.2
llama-3-8b,score,16,32,all,combined,10,0.9,0.2
qwen2.5-7b,score,14,28,all,context,10,0.9,0.2
qwen2.5-7b,score,14,28,all,target,10,1.0,0.0
qwen2.5-7b,score,14,28,all,combined,10,0.9,0.2
llama-3-8b,self,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,self,16,32,all,target,10,0.3,0.24494897427831783
llama-3-8b,self,16,32,all,combined,10,0.3,0.24494897427831783
qwen2.5-7b,self,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,self,14,28,all,target,10,0.3,0.24494897427831783
qwen2.5-7b,self,14,28,all,combined,10,0.5,0.31622776601683794
llama-3-8b,separate,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,separate,16,32,all,target,10,1.0,0.0
llama-3-8b,separate,16,32,all,combined,10,0.8,0.4000000000000001
qwen2.5-7b,separate,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,separate,14,28,all,target,10,0.9,0.20000000000000004
qwen2.5-7b,separate,14,28,all,combined,10,0.6,0.37416573867739417
llama-3-8b,session,16,32,all,context,10,0.3,0.39999999999999997
llama-3-8b,session,16,32,all,target,10,0.2,0.24494897427831783
llama-3-8b,session,16,32,all,combined,10,0.2,0.24494897427831783
qwen2.5-7b,session,14,28,all,context,10,0.3,0.39999999999999997
qwen2.5-7b,session,14,28,all,target,10,0.2,0.24494897427831783
qwen2.5-7b,session,14,28,all,combined,10,0.2,0.24494897427831783
llama-3-8b,shoot,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,shoot,16,32,all,target,10,0.1,0.2
llama-3-8b,shoot,16,32,all,combined,10,0.2,0.24494897427831783
qwen2.5-7b,shoot,14,28,all,context,10,0.5,0.31622776601683794
qwen2.5-7b,shoot,14,28,all,target,10,0.1,0.2
qwen2.5-7b,shoot,14,28,all,combined,10,0.5,0.31622776601683794
llama-3-8b,shop,16,32,all,context,10,0.5,0.4472135954999579
llama-3-8b,shop,16,32,all,target,10,1.0,0.0
llama-3-8b,shop,16,32,all,combined,10,1.0,0.0
qwen2.5-7b,shop,14,28,all,context,10,0.4,0.2
qwen2.5-7b,shop,14,28,all,target,10,1.0,0.0
qwen2.5-7b,shop,14,28,all,combined,10,0.9,0.2
llama-3-8b,sign,16,32,all,context,10,0.9,0.20000000000000004
llama-3-8b,sign,16,32,all,target,10,1.0,0.0
llama-3-8b,sign,16,32,all,combined,10,0.9,0.20000000000000004
qwen2.5-7b,sign,14,28,all,context,10,0.8,0.4000000000000001
qwen2.5-7b,sign,14,28,all,target,10,1.0,0.0
qwen2.5-7b,sign,14,28,all,combined,10,0.9,0.20000000000000004
llama-3-8b,similar,16,32,all,context,10,0.7,0.2449489742783178
llama-3-8b,similar,16,32,all,target,10,0.9,0.2
llama-3-8b,similar,16,32,all,combined,10,0.8,0.2449489742783178
qwen2.5-7b,similar,14,28,all,context,10,0.7,0.2449489742783178
qwen2.5-7b,similar,14,28,all,target,10,0.9,0.2
qwen2.5-7b,similar,14,28,all,combined,10,0.7,0.2449489742783178
llama-3-8b,sing,16,32,all,context,10,0.2,0.4
llama-3-8b,sing,16,32,all,target,10,0.2,0.24494897427831783
llama-3-8b,sing,16,32,all,combined,10,0.2,0.24494897427831783
qwen2.5-7b,sing,14,28,all,context,10,0.3,0.24494897427831783
qwen2.5-7b,sing,14,28,all,target,10,0.3,0.24494897427831783
qwen2.5-7b,sing,14,28,all,combined,10,0.3,0.24494897427831783
llama-3-8b,slammed,16,32,all,context,10,0.5,0.4472135954999579
llama-3-8b,slammed,16,32,all,target,10,0.7,0.2449489742783178
llama-3-8b,slammed,16,32,all,combined,10,0.6,0.20000000000000004
qwen2.5-7b,slammed,14,28,all,context,10,0.6,0.37416573867739417
qwen2.5-7b,slammed,14,28,all,target,10,0.6,0.37416573867739417
qwen2.5-7b,slammed,14,28,all,combined,10,0.4,0.37416573867739417
llama-3-8b,slid,16,32,all,context,10,0.3,0.24494897427831783
llama-3-8b,slid,16,32,all,target,10,0.2,0.24494897427831783
llama-3-8b,slid,16,32,all,combined,10,0.2,0.24494897427831783
qwen2.5-7b,slid,14,28,all,context,10,0.2,0.24494897427831783
qwen2.5-7b,slid,14,28,all,target,10,0.2,0.24494897427831783
qwen2.5-7b,slid,14,28,all,combined,10,0.2,0.24494897427831783
llama-3-8b,smelled,16,32,all,context,10,0.2,0.24494897427831783
llama-3-8b,smelled,16,32,all,target,10,1.0,0.0
llama-3-8b,smelled,16,32,all,combined,10,0.8,0.4
qwen2.5-7b,smelled,14,28,all,context,10,0.3,0.24494897427831783
qwen2.5-7b,smelled,14,28,all,target,10,0.8,0.2449489742783178
qwen2.5-7b,smelled,14,28,all,combined,10,0.7,0.4
llama-3-8b,solution,16,32,all,context,10,0.9,0.2
llama-3-8b,solution,16,32,all,target,10,1.0,0.0
llama-3-8b,solution,16,32,all,combined,10,0.9,0.2
qwen2.5-7b,solution,14,28,all,context,10,0.7,0.2449489742783178
qwen2.5-7b,solution,14,28,all,target,10,1.0,0.0
qwen2.5-7b,solution,14,28,all,combined,10,0.9,0.2
llama-3-8b,somehow,16,32,all,context,10,0.8,0.2449489742783178
llama-3-8b,somehow,16,32,all,target,10,0.6,0.2
llama-3-8b,somehow,16,32,all,combined,10,0.8,0.2449489742783178
qwen2.5-7b,somehow,14,28,all,context,10,0.7,0.2449489742783178
qwen2.5-7b,somehow,14,28,all,target,10,0.7,0.2449489742783178
qwen2.5-7b,somehow,14,28,all,combined,10,0.8,0.2449489742783178
llama-3-8b,species,16,32,all,context,10,0.6,0.2
llama-3-8b,species,16,32,all,target,10,0.5,0.4472135954999579
llama-3-8b,species,16,32,all,combined,10,0.5,0.31622776601683794
qwen2.5-7b,species,14,28,all,context,10,0.7,0.4
qwen2.5-7b,species,14,28,all,target,10,0.3,0.39999999999999997
qwen2.5-7b,species,14,28,all,combined,10,0.6,0.37416573867739417
llama-3-8b,state,16,32,all,context,10,0.0,0.0
llama-3-8b,state,16,32,all,target,10,0.9,0.2
llama-3-8b,state,16,32,all,combined,10,0.8,0.4
qwen2.5-7b,state,14,28,all,context,10,0.1,0.2
qwen2.5-7b,state,14,28,all,target,10,0.9,0.2
qwen2.5-7b,state,14,28,all,combined,10,0.7,0.4
llama-3-8b,stretched,16,32,all,context,10,0.7,0.2449489742783178
llama-3-8b,stretched,16,32,all,target,10,0.8,0.2449489742783178
llama-3-8b,stretched,16,32,all,combined,10,0.9,0.2
qwen2.5-7b,stretched,14,28,all,context,10,0.6,0.2
qwen2.5-7b,stretched,14,28,all,target,10,0.6,0.20000000000000004
qwen2.5-7b,stretched,14,28,all,combined,10,0.5,0.0
llama-3-8b,suffering,16,32,all,context,10,0.7,0.2449489742783178
llama-3-8b,suffering,16,32,all,target,10,0.7,0.2449489742783178
llama-3-8b,suffering,16,32,all,combined,10,0.7,0.2449489742783178
qwen2.5-7b,suffering,14,28,all,context,10,0.8,0.4000000000000001
qwen2.5-7b,suffering,14,28,all,target,10,0.6,0.37416573867739417
qwen2.5-7b,suffering,14,28,all,combined,10,0.7,0.2449489742783178
llama-3-8b,survive,16,32,all,context,10,0.2,0.24494897427831783
llama-3-8b,survive,16,32,all,target,10,0.2,0.24494897427831783
llama-3-8b,survive,16,32,all,combined,10,0.3,0.24494897427831783
qwen2.5-7b,survive,14,28,all,context,10,0.2,0.24494897427831783
qwen2.5-7b,survive,14,28,all,target,10,0.4,0.37416573867739417
qwen2.5-7b,survive,14,28,all,combined,10,0.3,0.24494897427831783
llama-3-8b,sympathetic,16,32,all,context,10,0.9,0.20000000000000004
llama-3-8b,sympathetic,16,32,all,target,10,1.0,0.0
llama-3-8b,sympathetic,16,32,all,combined,10,1.0,0.0
qwen2.5-7b,sympathetic,14,28,all,context,10,0.9,0.20000000000000004
qwen2.5-7b,sympathetic,14,28,all,target,10,1.0,0.0
qwen2.5-7b,sympathetic,14,28,all,combined,10,1.0,0.0
llama-3-8b,sympathy,16,32,all,context,10,0.3,0.24494897427831783
llama-3-8b,sympathy,16,32,all,target,10,0.3,0.39999999999999997
llama-3-8b,sympathy,16,32,all,combined,10,0.3,0.39999999999999997
qwen2.5-7b,sympathy,14,28,all,context,10,0.3,0.24494897427831783
qwen2.5-7b,sympathy,14,28,all,target,10,0.2,0.4
qwen2.5-7b,sympathy,14,28,all,combined,10,0.3,0.24494897427831783
llama-3-8b,test,16,32,all,context,10,0.7,0.4
llama-3-8b,test,16,32,all,target,10,1.0,0.0
llama-3-8b,test,16,32,all,combined,10,0.9,0.20000000000000004
qwen2.5-7b,test,14,28,all,context,10,0.7,0.4
qwen2.5-7b,test,14,28,all,target,10,1.0,0.0
qwen2.5-7b,test,14,28,all,combined,10,0.7,0.4
llama-3-8b,theme,16,32,all,context,10,0.2,0.24494897427831783
llama-3-8b,theme,16,32,all,target,10,0.3,0.24494897427831783
llama-3-8b,theme,16,32,all,combined,10,0.1,0.2
qwen2.5-7b,theme,14,28,all,context,10,0.3,0.24494897427831783
qwen2.5-7b,theme,14,28,all,target,10,0.6,0.2
qwen2.5-7b,theme,14,28,all,combined,10,0.2,0.24494897427831783
llama-3-8b,thoroughly,16,32,all,context,10,0.1,0.2
llama-3-8b,thoroughly,16,32,all,target,10,0.7,0.2449489742783178
llama-3-8b,thoroughly,16,32,all,combined,10,0.4,0.37416573867739417
qwen2.5-7b,thoroughly,14,28,all,context,10,0.2,0.24494897427831783
qwen2.5-7b,thoroughly,14,28,all,target,10,0.5,0.31622776601683794
qwen2.5-7b,thoroughly,14,28,all,combined,10,0.3,0.39999999999999997
llama-3-8b,tube,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,tube,16,32,all,target,10,0.1,0.2
llama-3-8b,tube,16,32,all,combined,10,0.2,0.24494897427831783
qwen2.5-7b,tube,14,28,all,context,10,0.5,0.31622776601683794
qwen2.5-7b,tube,14,28,all,target,10,0.1,0.2
qwen2.5-7b,tube,14,28,all,combined,10,0.2,0.24494897427831783
llama-3-8b,urged,16,32,all,context,10,0.2,0.4
llama-3-8b,urged,16,32,all,target,10,0.5,0.31622776601683794
llama-3-8b,urged,16,32,all,combined,10,0.3,0.39999999999999997
qwen2.5-7b,urged,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,urged,14,28,all,target,10,0.2,0.24494897427831783
qwen2.5-7b,urged,14,28,all,combined,10,0.3,0.39999999999999997
llama-3-8b,use,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,use,16,32,all,target,10,0.9,0.2
llama-3-8b,use,16,32,all,combined,10,0.8,0.2449489742783178
qwen2.5-7b,use,14,28,all,context,10,0.6,0.2
qwen2.5-7b,use,14,28,all,target,10,0.8,0.2449489742783178
qwen2.5-7b,use,14,28,all,combined,10,0.7,0.2449489742783178
llama-3-8b,wall,16,32,all,context,10,0.5,0.31622776601683794
llama-3-8b,wall,16,32,all,target,10,0.7,0.4
llama-3-8b,wall,16,32,all,combined,10,0.6,0.37416573867739417
qwen2.5-7b,wall,14,28,all,context,10,0.4,0.48989794855663565
qwen2.5-7b,wall,14,28,all,target,10,0.6,0.37416573867739417
qwen2.5-7b,wall,14,28,all,combined,10,0.5,0.4472135954999579
llama-3-8b,warning,16,32,all,context,10,0.3,0.4
llama-3-8b,warning,16,32,all,target,10,0.7,0.4
llama-3-8b,warning,16,32,all,combined,10,0.5,0.31622776601683794
qwen2.5-7b,warning,14,28,all,context,10,0.7,0.4
qwen2.5-7b,warning,14,28,all,target,10,0.3,0.39999999999999997
qwen2.5-7b,warning,14,28,all,combined,10,0.6,0.37416573867739417
llama-3-8b,wealth,16,32,all,context,10,0.1,0.2
llama-3-8b,wealth,16,32,all,target,10,0.6,0.37416573867739417
llama-3-8b,wealth,16,32,all,combined,10,0.4,0.37416573867739417
qwen2.5-7b,wealth,14,28,all,context,10,0.1,0.2
qwen2.5-7b,wealth,14,28,all,target,10,0.5,0.4472135954999579
qwen2.5-7b,wealth,14,28,all,combined,10,0.3,0.39999999999999997
llama-3-8b,wore,16,32,all,context,10,0.2,0.24494897427831783
llama-3-8b,wore,16,32,all,target,10,0.4,0.37416573867739417
llama-3-8b,wore,16,32,all,combined,10,0.4,0.20000000000000004
qwen2.5-7b,wore,14,28,all,context,10,0.3,0.24494897427831783
qwen2.5-7b,wore,14,28,all,target,10,0.7,0.4
qwen2.5-7b,wore,14,28,all,combined,10,0.4,0.37416573867739417
llama-3-8b,wild,16,32,all,context,10,0.3,0.39999999999999997
llama-3-8b,wild,16,32,all,target,10,0.5,0.4472135954999579
llama-3-8b,wild,16,32,all,combined,10,0.4,0.37416573867739417
qwen2.5-7b,wild,14,28,all,context,10,0.5,0.31622776601683794
qwen2.5-7b,wild,14,28,all,target,10,0.6,0.37416573867739417
qwen2.5-7b,wild,14,28,all,combined,10,0.4,0.37416573867739417
llama-3-8b,wire,16,32,all,context,10,0.6,0.2
llama-3-8b,wire,16,32,all,target,10,0.6,0.2
llama-3-8b,wire,16,32,all,combined,10,0.6,0.2
qwen2.5-7b,wire,14,28,all,context,10,0.5,0.31622776601683794
qwen2.5-7b,wire,14,28,all,target,10,0.6,0.2
qwen2.5-7b,wire,14,28,all,combined,10,0.6,0.2
llama-3-8b,worry,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,worry,16,32,all,target,10,0.4,0.37416573867739417
llama-3-8b,worry,16,32,all,combined,10,0.5,0.31622776601683794
qwen2.5-7b,worry,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,worry,14,28,all,target,10,0.5,0.31622776601683794
qwen2.5-7b,worry,14,28,all,combined,10,0.5,0.31622776601683794
llama-3-8b,writer,16,32,all,context,10,0.0,0.0
llama-3-8b,writer,16,32,all,target,10,0.3,0.24494897427831783
llama-3-8b,writer,16,32,all,combined,10,0.1,0.2
qwen2.5-7b,writer,14,28,all,context,10,0.0,0.0
qwen2.5-7b,writer,14,28,all,target,10,0.4,0.20000000000000004
qwen2.5-7b,writer,14,28,all,combined,10,0.2,0.24494897427831783
llama-3-8b,yard,16,32,all,context,10,0.7,0.4
llama-3-8b,yard,16,32,all,target,10,1.0,0.0
llama-3-8b,yard,16,32,all,combined,10,1.0,0.0
qwen2.5-7b,yard,14,28,all,context,10,0.7,0.4
qwen2.5-7b,yard,14,28,all,target,10,1.0,0.0
qwen2.5-7b,yard,14,28,all,combined,10,0.7,0.4
llama-3-8b,years,16,32,all,context,10,0.8,0.2449489742783178
llama-3-8b,years,16,32,all,target,10,0.8,0.2449489742783178
llama-3-8b,years,16,32,all,combined,10,0.9,0.2
qwen2.5-7b,years,14,28,all,context,10,0.7,0.2449489742783178
qwen2.5-7b,years,14,28,all,target,10,0.7,0.2449489742783178
qwen2.5-7b,years,14,28,all,combined,10,0.7,0.2449489742783178
llama-3-8b,youth,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,youth,16,32,all,target,10,0.5,0.0
llama-3-8b,youth,16,32,all,combined,10,0.3,0.24494897427831783
qwen2.5-7b,youth,14,28,all,context,10,0.3,0.24494897427831783
qwen2.5-7b,youth,14,28,all,target,10,0.4,0.2
qwen2.5-7b,youth,14,28,all,combined,10,0.4,0.20000000000000004
llama-3-8b,administered,16,32,all,context,8,0.625,0.21650635094610965
llama-3-8b,administered,16,32,all,target,8,0.875,0.21650635094610965
llama-3-8b,administered,16,32,all,combined,8,0.875,0.21650635094610965
qwen2.5-7b,administered,14,28,all,context,8,0.5,0.0
qwen2.5-7b,administered,14,28,all,target,8,0.875,0.21650635094610965
qwen2.5-7b,administered,14,28,all,combined,8,0.875,0.21650635094610965
llama-3-8b,affair,16,32,all,context,8,0.125,0.21650635094610965
llama-3-8b,affair,16,32,all,target,8,0.75,0.25
llama-3-8b,affair,16,32,all,combined,8,0.25,0.25
qwen2.5-7b,affair,14,28,all,context,8,0.375,0.21650635094610965
qwen2.5-7b,affair,14,28,all,target,8,0.875,0.21650635094610965
qwen2.5-7b,affair,14,28,all,combined,8,0.5,0.3535533905932738
llama-3-8b,agents,16,32,all,context,8,0.25,0.4330127018922193
llama-3-8b,agents,16,32,all,target,8,0.625,0.414578098794425
llama-3-8b,agents,16,32,all,combined,8,0.625,0.414578098794425
qwen2.5-7b,agents,14,28,all,context,8,0.625,0.414578098794425
qwen2.5-7b,agents,14,28,all,target,8,0.875,0.21650635094610965
qwen2.5-7b,agents,14,28,all,combined,8,0.625,0.414578098794425
llama-3-8b,alert,16,32,all,context,8,0.125,0.21650635094610965
llama-3-8b,alert,16,32,all,target,8,0.875,0.21650635094610965
llama-3-8b,alert,16,32,all,combined,8,0.625,0.21650635094610965
qwen2.5-7b,alert,14,28,all,context,8,0.0,0.0
qwen2.5-7b,alert,14,28,all,target,8,0.75,0.25
qwen2.5-7b,alert,14,28,all,combined,8,0.25,0.25
llama-3-8b,ambiguous,16,32,all,context,8,0.125,0.21650635094610965
llama-3-8b,ambiguous,16,32,all,target,8,0.25,0.4330127018922193
llama-3-8b,ambiguous,16,32,all,combined,8,0.125,0.21650635094610965
qwen2.5-7b,ambiguous,14,28,all,context,8,0.125,0.21650635094610965
qwen2.5-7b,ambiguous,14,28,all,target,8,0.125,0.21650635094610965
qwen2.5-7b,ambiguous,14,28,all,combined,8,0.125,0.21650635094610965
llama-3-8b,analysis,16,32,all,context,8,0.25,0.25
llama-3-8b,analysis,16,32,all,target,8,0.375,0.21650635094610965
llama-3-8b,analysis,16,32,all,combined,8,0.375,0.21650635094610965
qwen2.5-7b,analysis,14,28,all,context,8,0.5,0.3535533905932738
qwen2.5-7b,analysis,14,28,all,target,8,0.5,0.3535533905932738
qwen2.5-7b,analysis,14,28,all,combined,8,0.5,0.3535533905932738
llama-3-8b,anxiety,16,32,all,context,8,0.0,0.0
llama-3-8b,anxiety,16,32,all,target,8,0.5,0.5
llama-3-8b,anxiety,16,32,all,combined,8,0.0,0.0
qwen2.5-7b,anxiety,14,28,all,context,8,0.0,0.0
qwen2.5-7b,anxiety,14,28,all,target,8,0.25,0.25
qwen2.5-7b,anxiety,14,28,all,combined,8,0.0,0.0
